ID,Gain,Loss
4622083,,"Ellwein v. United States , 778 F.2d 506 , 509 (8th Cir. 1985)"
4622083,165 U.S. App. D.C. 282,
4622083,3 L. Ed. 2d 30,
4622083,,"Kennedy v. Commissioner , T.C. Memo 1980-310 ; White v. Commissioner , T.C. Memo 1979-468 ; Bowman v. Commissioner , T.C. Memo 1979-432 , affd. without published opinion 624 F.2d 1109 (8th Cir. 1980)"
4622083,,"Golsen v. Commissioner , 54 T.C. 742 (1970)"
4622083,451 F.2d 1023,
4622083,778 F.2d 506,
4622083,,"Michel v. Commissioner , 629 F.2d 1071 , 1073 (5th Cir. 1980) (Appendix incorporating ""decisive portion"" of Tax Court opinion)"
4622083,,"Barone v. Commissioner , 85 T.C. 462 (1985) , affd. without published opinion 807 F.2d 177 (9th Cir. 1986)"
4622083,T.C. Memo 1976-379,
4622083,,"Harrington v. Commissioner , 93 T.C. 297 , 303-304 (1989)"
4622083,T.C. Memo 1991-239,
4622083,T.C. Memo 1989-495,
4622083,,"Bowman v. Commissioner , T.C. Memo 1979-432 , affd. without published opinion 624 F.2d 1109 (8th Cir. 1980)"
4622083,T.C. Memo 1972-168,
4622083,66 S. Ct. 250 (1946),
4622083,,"Commissioner v. Stidger , 386 U.S. 287 , 18 L. Ed. 2d 53 , 87 S. Ct. 1065 (1967) ; Peurifoy v. Commissioner , 358 U.S. 59 , 3 L. Ed. 2d 30 , 79 S. Ct. 104 (1958)"
4622083,,"White v. Commissioner , T.C. Memo 1979-468 ; Bowman v. Commissioner , T.C. Memo 1979-432 , affd. without published opinion 624 F.2d 1109 (8th Cir. 1980)"
4622083,160 F.2d 385,
4622083,,"Kennedy v. Commissioner , T.C. Memo 1970-58 , affd. per curiam 451 F.2d 1023 (3d Cir. 1971)"
4622083,,"Six v. United States , 450 F.2d 66 , 69 (2d Cir. 1971)"
4622083,,"Maresca v. Commissioner , T.C. Memo 1974-212 ↩ . 3. Staff of J. Comm. on Taxation, General Explanation of the Economic Recovery Tax Act of 1981 at 43 (J. Comm. Print 1981)"
4622083,T.C. Memo 1980-310,
4625485,T.C. Memo. 1982-371,
4625485,T.C. Memo. 1994-229,
4625485,,"Anderson v. United States , 966 F.2d 487 , 491 (9th Cir. 1992)"
4625485,745 F.2d 541,
4625485,909 F.2d 1155,
4625485,,"Adamson v. Commissioner , 745 F.2d 541 (9th Cir. 1984)"
4625485,,"Adamson v. Commissioner , 745 F.2d 541 (9th Cir. 1984) , affg. T.C. Memo. 1982-371"
4625485,78 T.C. 154,
4625485,,"Abramo v. Commissioner , 78 T.C. 154 , 163 (1982)"
4625485,supra,
4625485,,"States , supra"
4625485,90 T.C. 947,
4625485,,"Commissioner , supra"
4625485,,"Walden v. Commissioner , 90 T.C. 947 , 951 (1988)"
4625485,,"Wood v. Commissioner , 92 T.C. 793 , 799 (1989)"
4625485,53 T.C. 235,
4625485,T.C. Memo 1994-270,
4625485,92 T.C. 793,
4625485,,"Carroll v. Commissioner , T.C. Memo. 1994-229"
4625485,,"Wood v. Commissioner , 92 T.C. 793 , 799 (1989) , affd. 909 F.2d 1155 (8th Cir. 1990)"
4625485,,"Inc. v. Commissioner , 53 T.C. 235 ↩ (1969)"
4625485,966 F.2d 487,
4625485,,Smith v. Commissioner Docket No. 9762-92 United States Tax Court T.C. Memo 1994-270
4627877,16 B.T.A. 253,
4627877,,"Co. v. Commissioner Docket Nos. 18268, 18994-19004. United States Board of Tax Appeals 16 B.T.A. 253"
4628158,,"Cohan v. Commissioner, 39 F.2d 540 , 543-544 (2d Cir. 1930)"
4628158,,"Commissioner, supra"
4628158,,Markward v. Commissioner Docket No. 8827-76. United States Tax Court T.C. Memo 1978-312
4628158,T.C. Memo 1978-312,
4628158,39 F.2d 540,
4628158,supra,
4639543,Neb. Rev. Stat. §§ 7-114,
4639543,Neb. Rev. Stat. § 28-518,
4639543,,Neb. Rev. Stat. §§ 7-114 
4639543,,Neb. Rev. Stat. § 28-518(1) (Reissue 2016)
4639543,307 Neb. 343,
4639543,,Neb. Rev. Stat. § 28-511 
4639543,,"DIS. v. WALDRON
 Cite as 307 Neb. 343"
4639543,Neb. Rev. Stat. § 28-511,
4606371,421 S.E.2d 788,
4606371,,"Walters v. Walters , 298 S.E.2d 338 , 342 (N.C. 1983)"
4606371,,"Steen v. Commissioner , 923 F.2d 603 , 606 (8th Cir. 1991) , affg. T.C. Memo. 1989-542"
4606371,"Pub. L. 98-369, sec. 422",
4606371,49 Fed. Reg. 34456,
4606371,,"Regs. , supra"
4606371,,"Lane v. Scarborough , 200 S.E.2d 622 , 624 (N.C. 1973) (quoting Gould Morris Electric Co. v. Atlantic Fire Ins. Co. , 50 S.E.2d 295 , 297 (N.C. 1948))"
4606371,T.C. Memo. 1989-542,
4606371,,"Gum v. Gum , 421 S.E.2d 788 (N.C. Ct. App. 1992) (unequal division of property was equitable because wife contributed to the family while husband obtained a law degree)"
4606371,,"Sampson v. Commissioner , 81 T.C. 614 , 618 (1983)"
4606371,,"White v. White , 252 S.E.2d 698 , 702 (N.C. 1979)"
4606371,385 S.E.2d 553,
4606371,309 U.S. 78,
4606371,56 Wash. L. Rev. 217,
4606371,,"Bunn , supra"
4606371,68 T.C. 249,
4606371,1 C.B. 421,
4606371,829 F.2d 39,
4606371,203 S.E.2d 639,
4606371,234 S.E.2d 449,
4606371,264 S.E.2d 816,
4606371,,"Sampson v. Commissioner , 81 T.C. 614 , 618 (1983) , affd. without published opinion 829 F.2d 39 (6th Cir. 1987)"
4606371,,"Marks v. Marks , 342 S.E.2d 859 , 861 (N.C. 1986)"
4606371,342 S.E.2d 859,
4606371,136 S.E.2d 240,
4606371,,"Shutt v. Butner , 303 S.E.2d 399 , 401 (N.C. Ct. App. 1983)"
4606371,,"49 Fed. Reg. 34456 (Aug. 31, 1984)"
4606371,,"Beard v. Commissioner , 77 T.C. 1275 , 1284-1291 (1981) (listing seven ""factors"" identified from the ""morass of the decided cases, many of them irreconcilable"")"
4606371,342 S.E.2d at 861,
4606371,,"Commissioner v. Lester , 366 U.S. 299 (1961) (interpreting sec. 22(k), I.R.C. 1939 9 )"
4606371,,"Co. v. Atlantic Fire Ins. Co. , 50 S.E.2d 295 , 297 (N.C. 1948)"
4606371,,"Burch v. J.D. Bush & Co. , 106 S.E. 489 , 490 (N.C. 1921)"
4606371,298 S.E.2d at 342,
4606371,82 T.C. 128,
4606371,298 S.E.2d 338,
4606371,,"Pub. L. 99-514, sec. 1843(b)"
4606371,489 N.E.2d 712,
4606371,supra,
4606371,,"Perry v. Perry , 234 S.E.2d 449 (N.C. Ct. App. 1977)"
4606371,215 S.E.2d 563,
4606371,,"Inc. , supra"
4606371,,56 Wash. L. Rev. 217 
4606371,,"Commissioner , supra"
4606371,50 S.E.2d 295,
4606371,923 F.2d 603,
4606371,,"Morgan v. Commissioner , 309 U.S. 78 , 80-81 (1940)"
4606371,,"Craft v. Commissioner , 68 T.C. 249 , 263 (1977)"
4606371,,"98 Stat. 795 (old section 71 ), periodic payments could be alimony if they were received under a written agreement and as a result of the marital relationship, but they were not alimony if they discharged an obligation, the principal sum of which was specified in the agreement. Old sec. 71(a)(2) , (c)"
4606371,,"Grummer v. Commissioner , 46 T.C. 674 , 679 (1966)"
4606371,,"Cunningham v. Commissioner Docket Nos. 22738-91, 12460-92 United States Tax Court T.C. Memo 1994-474"
4606371,77 T.C. 1275,
4606371,,"Marks , supra"
4606371,,"Bland v. Bland , 203 S.E.2d 639 , 642 (N.C. Ct. App. 1974)"
4606371,252 S.E.2d 698,
4606371,,"Craft v. Commissioner , 68 T.C. 249 , 263 (1977) , affd. 608 F.2d 240 (5th Cir. 1979)"
4606371,200 S.E.2d 622,
4606371,102 T.C. 522,
4606371,,"Butner , supra at 401"
4606371,,"Crane v. Green , 441 S.E.2d 144 , 145 (N.C. Ct. App. 1994) (except in the area of family law, a consent judgment is generally nothing more than a contract that is entered upon the record of the court)"
4606371,,"Walters , 298 S.E.2d at 342"
4606371,,"Arnes v. Commissioner , 102 T.C. 522 , 542 ↩ n.10 (1994) (Beghe, J., concurring)"
4606371,,"Yoakum v. Commissioner , 82 T.C. 128 , 140 (1984)"
4606371,,"Steen v. Commissioner , 923 F.2d 603 , 606 (8th Cir. 1991)"
4606371,46 T.C. 674,
4606371,366 U.S. 299,
4606371,303 S.E.2d 399,
4606371,,"Bland , supra"
4606371,,"Pub. L. 98-369, sec. 422(a) and (b)"
4606371,608 F.2d 240,
4606371,"Pub. L. 99-514, sec. 1843",
4606371,106 S.E. 489,
4606371,,"Co. v. Corporex Constructors, Inc. , 385 S.E.2d 553 , 556 (N.C. Ct. App. 1989)"
4606371,,discussed supra pp. 15-17
4606371,,"Haynes v. Haynes , 263 S.E.2d 783 , 787 (N.C. Ct. App. 1980) (quoting Yount v. Lowe , 215 S.E.2d 563 , 567 (N.C. 1975))"
4606371,,"Bunn v. Bunn , 136 S.E.2d 240 , 242 (N.C. 1964) (payments that ""the court merely approves or sanctions"" are not alimony)"
4606371,98 Stat. 795,
4606371,,"1 C.B. 421 , 422 . *500 Although deletion of the parenthetical returns us to the vagaries of different State law approaches, it results in a more focused inquiry than the facts and circumstances approach of old section 71 . See Beard v. Commissioner , 77 T.C. 1275 , 1284-1291 (1981)"
4606371,T.C. Memo 1994-474,
4606371,,98 Stat. 799 (old section 152 )
4606371,,"Beard v. Commissioner , 77 T.C. 1275 , 1284 (1981)"
4606371,,"Yount v. Lowe , 215 S.E.2d 563 , 567 (N.C. 1975)"
4606371,,"Butner , supra"
4606371,,"Cogdell v. Johnson , 264 S.E.2d 816 , 818 ↩ (N.C. Ct. App. 1980)"
4606371,441 S.E.2d 144,
4606371,81 T.C. 614,
4606371,,"O'Brien v. O'Brien , 489 N.E.2d 712 , 715 (N.Y. 1985) (a medical degree and a license are marital property subject to equitable distribution)"
4606371,,"Marks , 342 S.E.2d at 861"
4606371,,"Walters , supra"
4606371,263 S.E.2d 783,
4607268,,"Marienwert , 21 T. C. 846"
4607268,,"Solt , 19 T. C. 183"
4607268,,"Lamberton , 5 T. C. 600"
4607268,23 T.C. 1,
4607268,21 T. C. 846,
4607268,19 T. C. 183,
4607268,274 U.S. 398,
4607268,22 T. C. 850,
4607268,,Eres v. Commissioner Docket No. 29800 United States Tax Court 23 T.C. 1
4607268,," Cf. Estate of Wladimir Von Dattan , 22 T. C. 850"
4607268,,"States v. S. S. White Dental Mfg. Co ., 274 U.S. 398"
4607268,5 T. C. 600,
4620282,,Crosby v. Commissioner Docket No. 96401. United States Board of Tax Appeals 42 B.T.A. 113
4620282,42 B.T.A. 113,
4646271,,Stone v Weinberg (2020 NY Slip Op 07897
4646271,,Stone v Weinberg 2020 NY Slip Op 07897
4646271,2020 NY Slip Op 07897,
4665783,215 Ill. 2d 317,
4665783,,"People v. Ward, 215 Ill. 2d 317, 322 (2005)"
4665783,235 Ill. 2d 213,
4665783,126 Ill. App. 3d 340,
4665783,,"People v. Taylor, 221 Ill. 2d 157, 162 (2006)"
4665783,,"People v. Jones, 376 Ill. App. 3d 372, 395 (2007)"
4665783,2014 IL App (1st) 122459-B,
4665783,186 Ill. 2d 301,
4665783,214 Ill. 2d 106,
4665783,,"People v.

Fernandez, 2014 IL 115527, ¶ 13"
4665783,,"Gray, 2017 IL 120958, ¶ 35"
4665783,376 Ill. App. 3d 372,
4665783,,"People v. Shaw, 186 Ill. 2d 301, 322 (1998)"
4665783,,"Taylor, 219 Ill. App. 3d at 50"
4665783,2014 IL 115527,
4665783,231 Ill. App. 3d at 56,
4665783,,"People v. Siguenza-Brito, 235 Ill. 2d 213, 224 (2009)"
4665783,,"People v. Clark, 2019 IL 122891, ¶ 20"
4665783,231 Ill. App. 3d 54,
4665783,,"Ceasar, 231 Ill. App. 3d at 56"
4665783,,"People v. Flores, 128 Ill. 2d 66, 95 (1989)"
4665783,2017 IL 121094,
4665783,221 Ill. 2d 157,
4665783,,"People v.

Johnson, 2014 IL App (1st) 122459-B, ¶ 132"
4665783,,"People v. Salem,

2016 IL App (3d) 120390, ¶¶ 45-47"
4665783,,"Jackson v. Virginia, 443 U.S. 307, 315-16"
4665783,,"People v. Relerford, 2017 IL 121094"
4665783,128 Ill. 2d 66,
4665783,2019 IL 122891,
4665783,,"People v.

Lashmett, 126 Ill. App. 3d 340, 345-46 (1984)"
4665783,,"People v. Ceasar, 231 Ill. App. 3d 54 (1992)"
4665783,2017 IL 120958,
4665783,,"People v. Gray, 2017 IL 120958, ¶ 35"
4665783,2016 IL App (3d) 120390,
4665783,,"People v. Giraud, 2012 IL 113116, ¶ 6"
4665783,,"People v. Ramos,

2020 IL App (1st) 170929, ¶ 57"
4665783,219 Ill. App. 3d 47,
4665783,219 Ill. App. 3d at 50,
4665783,,"People v. Roberts,

214 Ill. 2d 106, 116 (2005)"
4665783,2020 IL App (1st) 170929,
4665783,,"People v. Profit, 2021 IL App (1st) 170744"
4665783,,"relies—People v. Taylor, 219 Ill. App. 3d 47 (1991)"
4665783,2012 IL 113116,
4665783,443 U.S. 307,
4678352,560 U.S. 48,
4678352,,"Thompson v. State, 9 S.W.3d 808, 813"
4678352,538 U.S. 63,
4678352,9 S.W.3d 808,
4678352,488 S.W.3d 318,
4678352,877 S.W.2d 768,
4678352,,"Lockyer v. Andrade, 538 U.S. 63, 73 (2003)"
4678352,,"Noland, 264 S.W.3d at 151"
4678352,174 S.W.3d 925,
4678352,488 S.W.3d at 323,
4678352,560 U.S. at 60,
4678352,65 S.W.3d 59,
4678352,264 S.W.3d at 151,
4678352,,"Jackson v. State, 877 S.W.2d 768, 771 (Tex. Crim. App. 1994)"
4678352,174 S.W.3d at 928,
4678352,,"Strickland, 466 U.S. at 687"
4678352,,"Chapa v. State, 407 S.W.3d 428, 431"
4678352,"Thompson, 9",
4678352,,"

Thompson, 9"
4678352,,"Strickland v. Washington, 466 U.S. 668, 687"
4678352,,"Solem v. Helm, 463 U.S. 277, 303"
4678352,,"Trevino v. State, 174 S.W.3d 925, 928"
4678352,,"Trevino, 174 S.W.3d at 928"
4678352,466 U.S. 668,
4678352,463 U.S. 277,
4678352,407 S.W.3d 428,
4678352,,"Graham, 560 U.S. at 60"
4678352,,"Mallett v. State, 65 S.W.3d 59, 63"
4678352,363 S.W.3d 591,
4678352,365 S.W.3d 333,
4678352,,"Simpson, 488 S.W.3d at 323"
4678352,,"Graham v.

Florida, 560 U.S. 48, 60 (2010)"
4678352,,"State v. Simpson, 488 S.W.3d 318, 323"
4678352,,"Clark v. State, 365 S.W.3d 333, 339 (Tex. Crim. App. 2012)"
4678352,,"Menefield v. State, 363 S.W.3d 591, 593"
4690516,,"C., supra,"
4690516,,"
J.A. (2020) 47 Cal.App.5th 1036, 1046"
4690516,, Rebecca C. (2014) 228 Cal.App.4th 720
4690516,," Alexis E. (2009)
171 Cal.App.4th 438, 454"
4690516,228 Cal.App.4th 720,
4690516,,"I.A., supra, 201"
4690516,, J.N. (2010) 181 Cal.App.4th 1010
4690516,171 Cal.App.4th 438,
4690516,,"J.A., supra, 47"
4690516,," Drake M.
(2012) 211 Cal.App.4th 754, 764; see also In re L.C. (2019)"
4690516,," I.A. (2011) 201 Cal.App.4th 1484, 1492"
4690516,," Quentin H.
(2014) 230 Cal.App.4th 608, 613"
4690516,225 Cal.App.4th 1210,
4690516,187 Cal.App.4th 302,
4690516,201 Cal.App.4th 1484,
4690516,,"
Christopher R. (2014) 225 Cal.App.4th 1210, 1215"
4690516,,"I.A., supra,"
4690516,211 Cal.App.4th 754,
4690516,,"J.A., supra,"
4690516,230 Cal.App.4th 608,
4690516,,"Services v.
Superior Court (2010) 187 Cal.App.4th 302, 310"
4690516,,"R., supra,"
4690516,181 Cal.App.4th 1010,
4690516,,"M., supra,"
4690516,47 Cal.App.5th 1036,
4699013,737 S.W.2d 315,
4699013,,"Gamez v. State, 737 S.W.2d 315"
4709603,301 Neb. 408,
4709603,432 N.W.2d 542,
4709603,,"Mackiewicz v. J.J. & Associates, 245 Neb. 568, 514 N.W.2d 613"
4709603,49 Neb. 369,
4709603,237 Neb. 846,
4709603,,"Buford v. Dahlke, 158 Neb. 39, 47, 62 N.W.2d 252, 257 (1954)"
4709603,251 Neb. 474,
4709603,Neb. Rev. Stat. §§ 76-301,
4709603,68 N.W. 531,
4709603,,"Miller v. Radtke, 230 Neb. 561, 432 N.W.2d 542 (1988)"
4709603,,"Church v. St. John’s Evangelical Lutheran
 Church, 75 Neb. 774, 106 N.W. 1010 (1906)"
4709603,,"Colwell v. Mullen, 301 Neb. 408, 918 N.W.2d 858 (2018)"
4709603,,id. at 573
4709603,898 N.W.2d 374,
4709603,279 N.W. 204,
4709603,272 Neb. 839,
4709603,,Neb. Rev. Stat. § 25-2124 (Reissue 2016) 
4709603,,Neb. Rev. Stat. § 24-1106(2) (Cum. Supp. 2020)
4709603,,"BECKNER v. URBAN
 Cite as 309 Neb. 677"
4709603,,"Bank v. Watson, 297 Neb. 479, 900 N.W.2d 545 (2017)"
4709603,,"Lincoln v. County of Lancaster, 297 Neb. 256, 898 N.W.2d 374"
4709603,298 Neb. 536,
4709603,,"Walters v. Sporer, 298 Neb. 536, 905 N.W.2d 70 (2017)"
4709603,62 N.W.2d 252,
4709603,supra,
4709603,621 So. 2d 744,
4709603,,"Gramann v. Beatty, 134 Neb. 568, 279 N.W. 204 (1938)"
4709603,514 N.W.2d 613,
4709603,,"Luneke v. Becker, 621 So. 2d 744 (Fla. App. 1993)"
4709603,,"Inc. v. Heelan, 210 Neb. 263, 267-68"
4709603,,"Associates, supra note 16"
4709603,900 N.W.2d 545,
4709603,,"Cedar v. Thelen, 305 Neb. 351, 940 N.W.2d 521 (2020)"
4709603,,"Becker v. Lammers, 193 Neb. 839, 229 N.W.2d 557 (1975)"
4709603,,"Radtke, supra note 12"
4709603,,"Lincoln v. Hershberger, 272 Neb. 839, 725 N.W.2d 787 (2007)"
4709603,193 Neb. 839,
4709603,308 Neb. 968,
4709603,,"Hendrix v. Barker, 49 Neb. 369, 68 N.W. 531 (1896)"
4709603,229 N.W.2d 557,
4709603,881 N.W.2d 579,
4709603,297 Neb. 479,
4709603,297 Neb. 256,
4709603,75 Neb. 774,
4709603,918 N.W.2d 858,
4709603,210 Neb. 263,
4709603,,"Cloke v. Findlan, 165 A.D.3d 1545, 86 N.Y.S.3d 774 (2018)"
4709603,,Neb. Rev. Stat. § 25-1403 (Reissue 2016)
4709603,,"Farming v. Federal Intermediate Credit Bank, 237 Neb. 846, 468"
4709603,,"Mackiewicz v. J.J. & Associates, 245 Neb. 568"
4709603,Neb. Rev. Stat. § 25-2124,
4709603,305 Neb. 351,
4709603,,"Heelan, supra note 40"
4709603,,Neb. Rev. Stat. § 25-202 (Reissue 2016)
4709603,,"Lincoln v. County of Lancaster, 297 Neb. 256"
4709603,,"Servs. v. Rich, 251 Neb. 474, 558 N.W.2d 295 (1997)"
4709603,558 N.W.2d 295,
4709603,230 Neb. 561,
4709603,309 Neb. 677,
4709603,957 N.W.2d 884,
4709603,,Neb. Rev. Stat. §§ 76-301 
4709603,,"Kindig, supra note 14"
4709603,158 Neb. 39,
4709603,Neb. Rev. Stat. § 25-202,
4709603,940 N.W.2d 521,
4709603,Neb. Rev. Stat. § 24-1106,
4709603,725 N.W.2d 787,
4709603,106 N.W. 1010,
4709603,,id. at 649
4709603,86 N.Y.S.3d 774,
4709603,905 N.W.2d 70,
4709603,134 Neb. 568,
4709603,,"Brown v. Morello, 308 Neb. 968, 957 N.W.2d 884 (2021)"
4709603,Neb. Rev. Stat. § 25-1403,
4709603,245 Neb. 568,
4709603,165 A.D.3d 1545,
4709603,,"Lindner v. Kindig, 293 Neb. 661, 881 N.W.2d 579 (2016)"
4709603,293 Neb. 661,
4719569,,"Springer v. Ayer, 50 Wash. 642"
4719569,,"Spencer v. Alki Point Transportation Co., 53 Wash. 77, 109 Pac. 509"
4719569,53 Wash. 77,
4719569,," Wilcox & Howe Co., 70 Conn. 220"
4719569,," Wilcox & Howe Co., 70 Conn. 220, 39 Atl. 163"
4719569,70 Conn. 220,
4719569,,"Spencer v. Alki Point Transportation Co., 53 Wash. 77"
4719569,19 Wash. 165,
4719569,97 Pac. 774,
4719569,,"Springer v. Ayer, 50 Wash. 642, 97 Pac. 774"
4719569,39 Atl. 163,
4719569,,"Co. v. Sprague Lumber Co., 19 Wash. 165"
4719569,50 Wash. 642,
4719569,52 Pac. 1067,
4719569,109 Pac. 509,
4719569,,"Co. v. Sprague Lumber Co., 19 Wash. 165, 52 Pac. 1067"
4746031,146 Wn.2d 166,
4746031,605 Wn.2d 262,
4746031,113 Wn. App. 954,
4746031,145 Wn.2d 789,
4746031,,"State v. Jackson, 102 Wn.2d 432, 436-37, 688 P.2d 136 (1984)"
4746031,,"Buie, 494 U.S. at 334"
4746031,94 L. Ed. 2d 72,
4746031,21 L. Ed. 2d 637,
4746031,,Id. at 451
4746031,,"Maryland v. Buie, 494 U.S. 325, 110 S. Ct. 1093, 108 L. Ed. 2d 276 (1990)"
4746031,42 P.3d 952,
4746031,,"Pena, 924 F. Supp. at 1247-48"
4746031,,"State v. Murray, 110 Wn.2d 706, 709-10, 757 P.2d 487 (1988)"
4746031,,"Cole, 128 Wn.2d at 287-88"
4746031,494 U.S. at 334,
4746031,,"State v. Cole, 128 *605 Wn.2d 262, 286, 906 P.2d 925 (1995)"
4746031,5 P.3d 668,
4746031,,Id. at 1248-49
4746031,84 S. Ct. 1509,
4746031,43 P.3d 513,
4746031,,Id. at 453-54
4746031,108 L. Ed. 2d 276,
4746031,102 Wn.2d at 438,
4746031,,Id. at 333
4746031,176 F.3d 17,
4746031,,"Garrison, 480 U.S. at 85-86"
4746031,147 Wn.2d 1004,
4746031,55 P.3d 691,
4746031,,"Bauer, 98 Wn. App. at 876"
4746031,,"State v. Kinzy, 141 Wn.2d 373, 393, 5 P.3d 668 (2000)"
4746031,,"State v. Perrone, 119 Wn.2d 538, 545, 834 P.2d 611 (1992)"
4746031,991 P.2d 668,
4746031,378 U.S. 108,
4746031,, at 155 Wn.2d 1004 (2005)
4746031,480 U.S. at 85,
4746031,494 U.S. at 335,
4746031,924 F. Supp. at 1247,
4746031,98 Wn. App. at 876,
4746031,,"Spinelli v. United States, 393 U.S. 410, 89 S. Ct. 584, 21 L. Ed. 2d 637 (1969)"
4746031,141 N.H. at 277,
4746031,,Id. at 1244
4746031,,"Jackson, 102 Wn.2d at 438"
4746031,,"Drohan v. Vaughn, 176 F.3d 17, 22 (1st Cir. 1999)"
4746031,107 S. Ct. 1013,
4746031,812 P.2d 114,
4746031,,"Aguilar v. Texas, 378 U.S. 108, 84 S. Ct. 1509, 12 L. Ed. 2d 723 (1964)"
4746031,834 P.2d 611,
4746031,63 L. Ed. 2d 639,
4746031,916 F.2d at 759,
4746031,67 Wn. App. 448,
4746031,55 Wn. App. 609,
4746031,,Pena 
4746031,,"Buie, 494 U.S. at 335-36"
4746031,,"State v. Llamas-Villa, 67 Wn. App. 448, 836 P.2d 239 (1992)"
4746031,,"Jackson, 102 Wn.2d at 437"
4746031,836 P.2d 239,
4746031,89 S. Ct. 584,
4746031,393 U.S. 410,
4746031,119 Wn.2d 538,
4746031,110 Wn.2d 706,
4746031,98 Wn. App. 870,
4746031,,"Smith, 141 N.H. at 277"
4746031,, 147 Wn.2d 1004 (2002)
4746031,,"Llamas-Villa, 67 Wn. App. at 453-54"
4746031,,Id. at 617
4746031,128 Wn.2d at 287,
4746031,67 Wn. App. at 453,
4746031,688 P.2d 136,
4746031,,"Llamas-Villa, "
